Honda Civic VIII,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,красный,340 000 ₽,2007,260 000 км,1097476280
Honda HR-V I,1.6 л / 124 л.с. / Бензин,вариатор,внедорожник 3 дв.,полный,синий,210 000 ₽,1998,299 000 км,1095891376
Honda CR-V II,2.4 л / 162 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,зелёный,435 000 ₽,2002,200 000 км,1094878598
Honda CR-V I,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий,220 000 ₽,1997,223 000 км,1091911574
Honda Accord V,2.0 л / 115 л.с. / Бензин,механика,седан,передний,синий,110 000 ₽,1995,243 000 км,1096131208
Honda HR-V I,1.6 л / 124 л.с. / Бензин,вариатор,внедорожник 3 дв.,полный,синий,170 000 ₽,1998,407 000 км,1099893014
Honda CR-V I,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий,265 000 ₽,1998,285 000 км,1096506606
Honda Accord  VII Sport,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,серебристый,435 000 ₽,2005,237 000 км,1098861182
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,синий,700 000 ₽,2008,225 000 км,1079092182
Honda Concerto,1.5 л / 90 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,белый,65 000 ₽,1988,270 000 км,1097042566
Honda Avancier I,2.3 л / 150 л.с. / Бензин,автомат,универсал 5 дв.,полный,чёрный,355 000 ₽,1999,300 000 км,1090367370
Honda HR-V I,1.6 л / 105 л.с. / Бензин,механика,внедорожник 3 дв.,передний,серебристый,279 000 ₽,1999,225 000 км,1092459348
Honda Shuttle I,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,зелёный,195 000 ₽,1995,280 000 км,1099177488
Honda Accord VIII,2.0 л / 156 л.с. / Бензин,автомат,седан,передний,красный,590 000 ₽,2008,219 000 км,1099533822
Honda Accord  VII Рестайлинг Sport,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,красный,450 000 ₽,2007,200 000 км,1094288624
Honda Orthia I,2.0 л / 145 л.с. / Бензин,автомат,универсал 5 дв.,полный,синий,220 000 ₽,1996,100 000 км,1095330264
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серебристый,530 000 ₽,2007,205 000 км,1097126288
Honda Logo,1.3 л / 91 л.с. / Бензин,вариатор,хэтчбек 3 дв.,передний,серебристый,145 000 ₽,1999,270 000 км,1096225006
Honda Shuttle I,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,серебристый,160 000 ₽,1998,200 000 км,1096790612
Honda Accord  VII Рестайлинг Sport,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,серый,495 000 ₽,2007,233 000 км,1099573970
Honda HR-V I Рестайлинг,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,красный,275 000 ₽,2002,175 000 км,1098342010
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серебристый,405 000 ₽,2007,160 000 км,1086883440
Honda HR-V I,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 3 дв.,передний,белый,250 000 ₽,1998,320 000 км,1088545948
Honda Civic VI,1.4 л / 90 л.с. / Бензин,механика,универсал 5 дв.,передний,серебристый,130 000 ₽,1998,296 000 км,1100311826
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,золотистый,395 000 ₽,2008,260 000 км,1094978118
Honda Shuttle I,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,серый,250 000 ₽,1997,267 000 км,1098354284
Honda Stream I,1.7 л / 130 л.с. / Бензин,автомат,компактвэн,передний,серый,320 000 ₽,2002,250 000 км,1099256296
Honda Shuttle I,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,синий,210 000 ₽,1996,420 000 км,1094330204
Honda Accord IV,2.2 л / 150 л.с. / Бензин,механика,универсал 5 дв.,передний,синий,110 000 ₽,1992,394 000 км,1100087194
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серебристый,380 000 ₽,2006,199 000 км,1098345708
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,серый,450 000 ₽,2007,252 000 км,1097435812
Honda CR-V I,2.0 л / 145 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,450 000 ₽,1997,400 000 км,1098048788
Honda Accord V,2.0 л / 115 л.с. / Бензин,механика,седан,передний,чёрный,160 000 ₽,1994,416 000 км,1094253156
Honda CR-V III,2.4 л / 166 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,коричневый,850 000 ₽,2008,214 000 км,1100195486
Honda CR-V I,2.0 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,полный,зелёный,245 000 ₽,1997,366 150 км,1097617372
