Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серый,400 000 ₽,2007,203 000 км
Honda Stream I,1.7 л / 130 л.с. / Бензин,автомат,компактвэн,передний,белый,320 000 ₽,2003,180 000 км
Honda Saber I,2.5 л / 190 л.с. / Бензин,автомат,седан,передний,синий,190 000 ₽,1997,54 000 км
Honda Civic  VIII Рестайлинг AMT,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,оранжевый,370 000 ₽,2008,183 000 км
Honda Fit I,1.3 л / 86 л.с. / Бензин,вариатор,хэтчбек 5 дв.,передний,серебристый,255 000 ₽,2003,166 000 км
Honda Accord VII Рестайлинг,2.4 л / 190 л.с. / Бензин,автомат,седан,передний,чёрный,500 000 ₽,2007,230 000 км
Honda Civic  VIII Рестайлинг AMT,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,чёрный,375 000 ₽,2008,135 400 км
Honda CR-V I Рестайлинг,2.0 л / 147 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,золотистый,270 000 ₽,2000,360 000 км
Honda Pilot II,3.5 л / 257 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,850 000 ₽,2008,180 000 км
Honda Accord VIII Рестайлинг,2.4 л / 200 л.с. / Бензин,автомат,седан,передний,серебристый,840 000 ₽,2011,154 000 км
Honda CR-V IV,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный,1 200 000 ₽,2013,144 000 км
Honda Concerto,1.6 л / 112 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серебристый,80 000 ₽,1992,126 000 км
Honda Civic V,1.5 л / 103 л.с. / Бензин,автомат,седан,передний,коричневый,120 000 ₽,1992,400 000 км
Honda CR-V III,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,серый,720 000 ₽,2008,300 000 км
Honda Shuttle I,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,зелёный,220 000 ₽,1997,160 000 км
Honda Accord VI,2.0 л / 147 л.с. / Бензин,автомат,седан,передний,серебристый,150 000 ₽,1999,325 000 км
Honda Accord  VII Рестайлинг Sport,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,коричневый,439 000 ₽,2006,197 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,чёрный,330 000 ₽,2006,300 000 км
Honda Civic VIII Рестайлинг,1.8 л / 140 л.с. / Бензин,механика,седан,передний,коричневый,525 000 ₽,2009,200 000 км
Honda Civic Ferio I,1.3 л / 85 л.с. / Бензин,автомат,седан,передний,синий,60 000 ₽,1993,100 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,пурпурный,380 000 ₽,2007,251 000 км
Honda Civic IX,1.5 л / 90 л.с. / Гибрид,вариатор,седан,передний,серый,780 000 ₽,2011,130 000 км
Honda Mobilio I Рестайлинг,1.5 л / 110 л.с. / Бензин,вариатор,компактвэн,передний,голубой,320 000 ₽,2006,200 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серый,395 000 ₽,2008,215 000 км
Honda Accord Type-S VIII Type S,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,красный,650 000 ₽,2008,225 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,серебристый,410 000 ₽,2006,142 880 км
Honda Civic VIII Рестайлинг,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,чёрный,570 000 ₽,2010,204 000 км
Honda Civic VI,1.4 л / 90 л.с. / Бензин,автомат,седан,передний,чёрный,110 000 ₽,1996,284 546 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,золотистый,460 000 ₽,2007,157 600 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,белый,650 000 ₽,2008,189 112 км
Honda CR-V III,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный,700 000 ₽,2007,204 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,серебристый,410 000 ₽,2008,168 000 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,чёрный,650 000 ₽,2008,240 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серый,425 000 ₽,2008,238 410 км
Honda CR-V I,2.0 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,полный,синий,274 000 ₽,1998,400 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,синий,499 000 ₽,2008,171 150 км
Honda Civic VII Рестайлинг,1.7 л / 125 л.с. / Бензин,автомат,купе,передний,синий,270 000 ₽,2003,170 000 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,белый,700 000 ₽,2008,160 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,чёрный,450 000 ₽,2008,194 000 км
Honda Accord VII Рестайлинг,2.4 л / 190 л.с. / Бензин,автомат,седан,передний,коричневый,530 000 ₽,2008,334 000 км
Honda Concerto,1.5 л / 90 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,синий,75 000 ₽,1991,195 000 км
Honda Accord Type-S VII Рестайлинг Type S,2.4 л / 190 л.с. / Бензин,автомат,седан,передний,чёрный,565 000 ₽,2007,250 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,чёрный,415 000 ₽,2008,286 000 км
Honda CR-V I,2.0 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,полный,синий,250 000 ₽,1998,380 000 км
Honda Accord VII Рестайлинг,2.4 л / 190 л.с. / Бензин,автомат,седан,передний,серый,470 000 ₽,2007,270 000 км
Honda CR-V I Рестайлинг,2.0 л / 147 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий,303 000 ₽,2001,288 000 км
Honda Civic V,1.6 л / 126 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,зелёный,170 000 ₽,1996,339 000 км
Honda CR-V IV,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,коричневый,1 200 000 ₽,2014,197 000 км
Honda Civic VI,1.5 л / 115 л.с. / Бензин,механика,седан,передний,белый,190 000 ₽,1997,203 500 км
Honda HR-V I,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,белый,250 000 ₽,2000,220 000 км
Honda Accord VII Рестайлинг,2.4 л / 190 л.с. / Бензин,автомат,седан,передний,чёрный,530 000 ₽,2005,284 000 км
Honda CR-V I,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,330 000 ₽,1995,300 000 км
Honda Accord IX,2.4 л / 180 л.с. / Бензин,автомат,седан,передний,белый,1 100 000 ₽,2013,74 800 км
Honda CR-V II,2.0 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,серебристый,420 000 ₽,2002,280 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,чёрный,490 000 ₽,2008,139 770 км
Honda Civic VI,1.4 л / 90 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,синий,260 000 ₽,1998,340 000 км
Honda CR-V I,2.0 л / 145 л.с. / Бензин,механика,внедорожник 5 дв.,полный,серебристый,285 000 ₽,1998,162 911 км
Honda CR-V III,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,785 000 ₽,2008,230 000 км
Honda Accord V,2.0 л / 115 л.с. / Бензин,механика,седан,передний,серебристый,100 000 ₽,1994,365 000 км
Honda Accord V,2.2 л / 150 л.с. / Бензин,автомат,седан,передний,синий,155 000 ₽,1997,220 632 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,синий,340 000 ₽,2007,166 000 км
Honda Accord IX,2.4 л / 180 л.с. / Бензин,автомат,седан,передний,белый,1 250 000 ₽,2013,163 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,синий,490 000 ₽,2008,160 000 км
Honda Logo,1.3 л / 65 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,белый,130 000 ₽,2000,280 452 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серебристый,500 000 ₽,2006,304 000 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,синий,650 000 ₽,2008,195 000 км
Honda Partner I,1.5 л / 105 л.с. / Бензин,автомат,универсал 5 дв.,передний,чёрный,130 000 ₽,1996,100 000 км
Honda Civic Ferio III,1.7 л / 130 л.с. / Бензин,автомат,седан,передний,золотистый,300 000 ₽,2003,200 000 км
Honda CR-V II,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,550 000 ₽,2004,299 229 км
Honda Civic Ferio II,1.5 л / 105 л.с. / Бензин,вариатор,седан,передний,синий,60 000 ₽,1998,180 000 км
Honda Shuttle I,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,зелёный,195 000 ₽,1995,280 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,чёрный,362 000 ₽,2008,190 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,золотистый,395 000 ₽,2008,260 000 км
Honda Accord VIII,2.0 л / 156 л.с. / Бензин,автомат,седан,передний,чёрный,750 000 ₽,2008,122 000 км
Honda Civic  VIII Type S,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 3 дв.,передний,чёрный,470 000 ₽,2008,145 000 км
Honda Accord III,2.0 л / 116 л.с. / Бензин,механика,седан,передний,красный,50 000 ₽,1988,298 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серый,435 000 ₽,2008,235 000 км
Honda CR-V II,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый,500 000 ₽,2003,370 000 км
Honda Civic VI,1.5 л / 115 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,зелёный,200 000 ₽,1998,254 000 км
Honda CR-V III,2.4 л / 166 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,коричневый,850 000 ₽,2008,214 000 км
Honda Accord IV,2.0 л / 133 л.с. / Бензин,автомат,седан,передний,серебристый,90 000 ₽,1991,270 000 км
Honda Shuttle I,2.3 л / 150 л.с. / Бензин,автомат,компактвэн,передний,синий,200 000 ₽,1998,287 000 км
Honda Airwave I Рестайлинг,1.5 л / 110 л.с. / Бензин,вариатор,универсал 5 дв.,передний,чёрный,470 000 ₽,2008,164 240 км
Honda Stream I,1.7 л / 130 л.с. / Бензин,автомат,компактвэн,передний,серый,320 000 ₽,2002,250 000 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,красный,850 000 ₽,2008,138 386 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,чёрный,650 000 ₽,2008,153 000 км
Honda CR-V III,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,красный,780 000 ₽,2008,180 000 км
Honda Civic Ferio III,1.5 л / 115 л.с. / Бензин,автомат,седан,полный,белый,249 000 ₽,2001,160 800 км
Honda Accord  VII Рестайлинг Sport,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,красный,450 000 ₽,2007,200 000 км
Honda HR-V I,1.6 л / 124 л.с. / Бензин,вариатор,внедорожник 3 дв.,полный,синий,170 000 ₽,1998,407 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,чёрный,420 000 ₽,2007,253 000 км
Honda HR-V I,1.6 л / 124 л.с. / Бензин,вариатор,внедорожник 3 дв.,полный,синий,210 000 ₽,1998,299 000 км
Honda Civic  VIII Hybrid,1.3 л / 95 л.с. / Гибрид,вариатор,седан,передний,чёрный,420 000 ₽,2008,170 790 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,красный,375 000 ₽,2008,152 200 км
Honda HR-V I,1.6 л / 105 л.с. / Бензин,механика,внедорожник 3 дв.,передний,серебристый,279 000 ₽,1999,225 000 км
Honda Civic Ferio III,1.7 л / 130 л.с. / Бензин,автомат,седан,передний,синий,285 000 ₽,2003,264 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,чёрный,430 000 ₽,2008,238 783 км
Honda Civic VI,1.5 л / 115 л.с. / Бензин,механика,седан,передний,серый,110 000 ₽,1997,291 500 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,красный,350 000 ₽,2008,248 000 км
Honda Civic V,1.6 л / 125 л.с. / Бензин,механика,седан,передний,синий,129 000 ₽,1993,310 000 км
Honda Orthia I,2.0 л / 145 л.с. / Бензин,автомат,универсал 5 дв.,полный,синий,220 000 ₽,1996,100 000 км
Honda Accord VII Рестайлинг,2.4 л / 190 л.с. / Бензин,автомат,седан,передний,синий,450 000 ₽,2005,215 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,пурпурный,380 000 ₽,2008,254 000 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,серый,635 000 ₽,2008,195 000 км
Honda CR-V I,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,жёлтый,220 000 ₽,1999,263 203 км
Honda Civic  VIII Hybrid,1.3 л / 95 л.с. / Гибрид,вариатор,седан,передний,чёрный,320 000 ₽,2008,191 926 км
Honda Avancier I,2.3 л / 150 л.с. / Бензин,автомат,универсал 5 дв.,полный,чёрный,355 000 ₽,1999,300 000 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,серый,600 000 ₽,2008,240 000 км
Honda Accord VIII Рестайлинг,2.0 л / 156 л.с. / Бензин,автомат,седан,передний,белый,820 000 ₽,2012,157 000 км
Honda Accord  VII Sport,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,серебристый,435 000 ₽,2005,237 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,механика,седан,передний,серый,380 000 ₽,2008,289 123 км
Honda Civic VI,1.6 л / 125 л.с. / Бензин,механика,седан,передний,серебристый,210 000 ₽,2000,340 000 км
Honda CR-V I,2.0 л / 145 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,450 000 ₽,1997,400 000 км
Honda HR-V I,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серебристый,300 000 ₽,2000,251 400 км
Honda CR-V I,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,красный,250 000 ₽,1999,800 000 км
Honda Saber II,3.2 л / 225 л.с. / Бензин,автомат,седан,передний,чёрный,300 000 ₽,1998,349 100 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,чёрный,600 000 ₽,2008,225 000 км
Honda Accord  VII Sport,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,красный,390 000 ₽,2004,225 000 км
Honda Accord VII Рестайлинг,2.4 л / 190 л.с. / Бензин,автомат,седан,передний,красный,410 000 ₽,2006,203 000 км
Honda Civic Ferio III,1.5 л / 105 л.с. / Бензин,вариатор,седан,передний,золотистый,235 000 ₽,2002,326 790 км
Honda CR-V I,2.0 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,полный,зелёный,245 000 ₽,1997,366 150 км
Honda Stream I,2.0 л / 158 л.с. / Бензин,автомат,компактвэн,полный,чёрный,360 000 ₽,2001,230 000 км
Honda HR-V I Рестайлинг,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серебристый,400 000 ₽,2004,220 000 км
Honda Accord VII Рестайлинг,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,коричневый,510 000 ₽,2006,228 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серебристый,355 000 ₽,2006,192 000 км
Honda Accord V,2.0 л / 131 л.с. / Бензин,механика,седан,передний,синий,139 000 ₽,1994,320 000 км
Honda HR-V I Рестайлинг,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,красный,330 000 ₽,2003,218 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серый,410 000 ₽,2007,255 400 км
Honda HR-V I,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 3 дв.,полный,серебристый,260 000 ₽,1998,198 000 км
Honda Civic VI,1.5 л / 90 л.с. / Бензин,механика,седан,передний,чёрный,180 000 ₽,1997,330 000 км
Honda HR-V I Рестайлинг,1.6 л / 124 л.с. / Бензин,механика,внедорожник 5 дв.,полный,синий,335 000 ₽,2002,266 000 км
Honda Vigor III,2.5 л / 190 л.с. / Бензин,автомат,седан,передний,пурпурный,75 000 ₽,1994,304 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,чёрный,440 000 ₽,2008,237 000 км
Honda Domani II,1.6 л / 120 л.с. / Бензин,автомат,седан,передний,фиолетовый,230 000 ₽,1997,275 000 км
Honda CR-V I,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,зелёный,250 000 ₽,1998,237 030 км
Honda Civic VII,1.7 л / 115 л.с. / Бензин,автомат,седан,передний,серебристый,250 000 ₽,2002,391 000 км
Honda CR-V I,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий,220 000 ₽,1997,223 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,чёрный,470 000 ₽,2008,183 000 км
Honda Accord IV,2.2 л / 150 л.с. / Бензин,механика,универсал 5 дв.,передний,синий,120 000 ₽,1992,394 000 км
Honda Logo,1.3 л / 91 л.с. / Бензин,вариатор,хэтчбек 3 дв.,передний,серебристый,145 000 ₽,1999,270 000 км
Honda Shuttle I,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,серый,250 000 ₽,1997,267 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,серый,450 000 ₽,2007,252 000 км
Honda Concerto,1.5 л / 90 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,белый,65 000 ₽,1988,270 000 км
Honda Shuttle I,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,серебристый,160 000 ₽,1998,200 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,золотистый,400 000 ₽,2007,226 600 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,серый,330 000 ₽,2008,219 093 км
Honda Accord VIII,2.0 л / 156 л.с. / Бензин,автомат,седан,передний,красный,599 000 ₽,2008,219 000 км
Honda HR-V I,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 3 дв.,передний,белый,250 000 ₽,1998,320 000 км
Honda Accord V,2.0 л / 115 л.с. / Бензин,механика,седан,передний,синий,110 000 ₽,1995,243 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,красный,340 000 ₽,2007,260 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серебристый,530 000 ₽,2007,205 000 км
Honda Shuttle I,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,синий,210 000 ₽,1996,420 000 км
Honda Accord V,2.0 л / 115 л.с. / Бензин,механика,седан,передний,чёрный,160 000 ₽,1994,416 000 км
Honda Odyssey I,2.3 л / 150 л.с. / Бензин,автомат,компактвэн,передний,белый,299 000 ₽,1999,320 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,голубой,430 000 ₽,2008,276 800 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,серебристый,720 000 ₽,2008,185 000 км
Honda CR-V I,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий,265 000 ₽,1998,285 000 км
Honda Accord  VII Рестайлинг Sport,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,серый,495 000 ₽,2007,233 000 км
Honda Accord VIII,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,синий,700 000 ₽,2008,225 000 км
Honda HR-V I Рестайлинг,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,красный,275 000 ₽,2002,175 000 км
Honda Civic VIII,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серебристый,380 000 ₽,2006,199 000 км
